kanji,kana,kana_parsed,kana_romaji,hangul,hangul_parsed,hangul_romaja,kana_initial_medial,kana_final,kana_romaji_initial,kana_romaji_medial,kana_romaji_final,hangul_initial,hangul_medial,hangul_final,hangul_romaja_initial,hangul_romaja_medial,hangul_romaja_final,oldkana,かな(初声),かな(中声),かな(終声),한글(初声),한글(中声),한글(終声)
抗,コウ,コ-ウ,k-o-u,항,ㅎᅡㅇ,h-a-ng,コ,ウ,k,o,u,ㅎ,ᅡ,ㅇ,h,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(03) ᅡ(a),(02) ㅇ (ng)
港,コウ,コ-ウ,k-o-u,항,ㅎᅡㅇ,h-a-ng,コ,ウ,k,o,u,ㅎ,ᅡ,ㅇ,h,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(03) ᅡ(a),(02) ㅇ (ng)
肛,コウ,コ-ウ,k-o-u,항,ㅎᅡㅇ,h-a-ng,コ,ウ,k,o,u,ㅎ,ᅡ,ㅇ,h,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(03) ᅡ(a),(02) ㅇ (ng)
航,コウ,コ-ウ,k-o-u,항,ㅎᅡㅇ,h-a-ng,コ,ウ,k,o,u,ㅎ,ᅡ,ㅇ,h,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(03) ᅡ(a),(02) ㅇ (ng)
項,コウ,コ-ウ,k-o-u,항,ㅎᅡㅇ,h-a-ng,コ,ウ,k,o,u,ㅎ,ᅡ,ㅇ,h,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(03) ᅡ(a),(02) ㅇ (ng)
幸,コウ,コ-ウ,k-o-u,행,ㅎᅢㅇ,h-ae-ng,コ,ウ,k,o,u,ㅎ,ᅢ,ㅇ,h,ae,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(01) ᅢ(ae),(02) ㅇ (ng)
行,コウ,コ-ウ,k-o-u,행,ㅎᅢㅇ,h-ae-ng,コ,ウ,k,o,u,ㅎ,ᅢ,ㅇ,h,ae,ng,ぎやう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(01) ᅢ(ae),(02) ㅇ (ng)
興,コウ,コ-ウ,k-o-u,흥,ㅎᅳㅇ,h-eu-ng,コ,ウ,k,o,u,ㅎ,ᅳ,ㅇ,h,eu,ng,きよう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(08) ᅳ(eu),(02) ㅇ (ng)
弘,コウ,コ-ウ,k-o-u,홍,ㅎᅩㅇ,h-o-ng,コ,ウ,k,o,u,ㅎ,ᅩ,ㅇ,h,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(05) ᅩ(o),(02) ㅇ (ng)
洪,コウ,コ-ウ,k-o-u,홍,ㅎᅩㅇ,h-o-ng,コ,ウ,k,o,u,ㅎ,ᅩ,ㅇ,h,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(05) ᅩ(o),(02) ㅇ (ng)
紅,コウ,コ-ウ,k-o-u,홍,ㅎᅩㅇ,h-o-ng,コ,ウ,k,o,u,ㅎ,ᅩ,ㅇ,h,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(05) ᅩ(o),(02) ㅇ (ng)
虹,コウ,コ-ウ,k-o-u,홍,ㅎᅩㅇ,h-o-ng,コ,ウ,k,o,u,ㅎ,ᅩ,ㅇ,h,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(05) ᅩ(o),(02) ㅇ (ng)
皇,コウ,コ-ウ,k-o-u,황,ㅎᅪㅇ,h-wa-ng,コ,ウ,k,o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
黄,コウ,コ-ウ,k-o-u,황,ㅎᅪㅇ,h-wa-ng,コ,ウ,k,o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
向,コウ,コ-ウ,k-o-u,향,ㅎᅣㅇ,h-ya-ng,コ,ウ,k,o,u,ㅎ,ᅣ,ㅇ,h,ya,ng,きやう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(12) ᅣ(ya),(02) ㅇ (ng)
香,コウ,コ-ウ,k-o-u,향,ㅎᅣㅇ,h-ya-ng,コ,ウ,k,o,u,ㅎ,ᅣ,ㅇ,h,ya,ng,きやう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(12) ᅣ(ya),(02) ㅇ (ng)
衡,コウ,コ-ウ,k-o-u,형,ㅎᅧㅇ,h-yeo-ng,コ,ウ,k,o,u,ㅎ,ᅧ,ㅇ,h,yeo,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(02) ㅇ (ng)
骨,コッ,コ-ッ,k-o-xtu,골,ㄱᅩㄹ,g-o-l,コ,ッ,k,o,xtu,ㄱ,ᅩ,ㄹ,g,o,l,,(03) カ行(k),(05) オ(o),(08) ッ (xtu),(02) ㄱ(g),(05) ᅩ(o),(07) ㄹ (l)
国,コッ,コ-ッ,k-o-xtu,국,ㄱᅮㄱ,g-u-k,コ,ッ,k,o,xtu,ㄱ,ᅮ,ㄱ,g,u,k,,(03) カ行(k),(05) オ(o),(08) ッ (xtu),(02) ㄱ(g),(09) ᅮ(u),(06) ㄱ (k)
君,クン,ク-ン,k-u-n,군,ㄱᅮㄴ,g-u-n,ク,ン,k,u,n,ㄱ,ᅮ,ㄴ,g,u,n,,(03) カ行(k),(07) ウ(u),(04) ン (n),(02) ㄱ(g),(09) ᅮ(u),(04) ㄴ (n)
勲,クン,ク-ン,k-u-n,훈,ㅎᅮㄴ,h-u-n,ク,ン,k,u,n,ㅎ,ᅮ,ㄴ,h,u,n,,(03) カ行(k),(07) ウ(u),(04) ン (n),(03) ㅎ(h),(09) ᅮ(u),(04) ㄴ (n)
燻,クン,ク-ン,k-u-n,훈,ㅎᅮㄴ,h-u-n,ク,ン,k,u,n,ㅎ,ᅮ,ㄴ,h,u,n,,(03) カ行(k),(07) ウ(u),(04) ン (n),(03) ㅎ(h),(09) ᅮ(u),(04) ㄴ (n)
窟,クツ,ク-ツ,k-u-tu,굴,ㄱᅮㄹ,g-u-l,ク,ツ,k,u,tu,ㄱ,ᅮ,ㄹ,g,u,l,,(03) カ行(k),(07) ウ(u),(07) ツ (tu),(02) ㄱ(g),(09) ᅮ(u),(07) ㄹ (l)
空,クウ,ク-ウ,k-u-u,공,ㄱᅩㅇ,g-o-ng,ク,ウ,k,u,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(07) ウ(u),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
屈,クッ,ク-ッ,k-u-xtu,굴,ㄱᅮㄹ,g-u-l,ク,ッ,k,u,xtu,ㄱ,ᅮ,ㄹ,g,u,l,,(03) カ行(k),(07) ウ(u),(08) ッ (xtu),(02) ㄱ(g),(09) ᅮ(u),(07) ㄹ (l)
埋,マイ,マ-イ,m-a-i,매,ㅁᅢ,m-ae-,マ,イ,m,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(15) マ行(m),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
妹,マイ,マ-イ,m-a-i,매,ㅁᅢ,m-ae-,マ,イ,m,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(15) マ行(m),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
昧,マイ,マ-イ,m-a-i,매,ㅁᅢ,m-ae-,マ,イ,m,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(15) マ行(m),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
毎,マイ,マ-イ,m-a-i,매,ㅁᅢ,m-ae-,マ,イ,m,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(15) マ行(m),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
米,マイ,マ-イ,m-a-i,미,ㅁᅵ,m-i-,マ,イ,m,ai,(none),ㅁ,ᅵ,(none),m,i,(none),,(15) マ行(m),(01) アイ(ai),(01) (none),(13) ㅁ(m),(16) ᅵ(i),(01) (none)
幕,マク,マ-ク,m-a-ku,막,ㅁᅡㄱ,m-a-k,マ,ク,m,a,ku,ㅁ,ᅡ,ㄱ,m,a,k,,(15) マ行(m),(02) ア(a),(05) ク (ku),(13) ㅁ(m),(03) ᅡ(a),(06) ㄱ (k)
膜,マク,マ-ク,m-a-ku,막,ㅁᅡㄱ,m-a-k,マ,ク,m,a,ku,ㅁ,ᅡ,ㄱ,m,a,k,,(15) マ行(m),(02) ア(a),(05) ク (ku),(13) ㅁ(m),(03) ᅡ(a),(06) ㄱ (k)
万,マン,マ-ン,m-a-n,만,ㅁᅡㄴ,m-a-n,マ,ン,m,a,n,ㅁ,ᅡ,ㄴ,m,a,n,,(15) マ行(m),(02) ア(a),(04) ン (n),(13) ㅁ(m),(03) ᅡ(a),(04) ㄴ (n)
慢,マン,マ-ン,m-a-n,만,ㅁᅡㄴ,m-a-n,マ,ン,m,a,n,ㅁ,ᅡ,ㄴ,m,a,n,,(15) マ行(m),(02) ア(a),(04) ン (n),(13) ㅁ(m),(03) ᅡ(a),(04) ㄴ (n)
満,マン,マ-ン,m-a-n,만,ㅁᅡㄴ,m-a-n,マ,ン,m,a,n,ㅁ,ᅡ,ㄴ,m,a,n,,(15) マ行(m),(02) ア(a),(04) ン (n),(13) ㅁ(m),(03) ᅡ(a),(04) ㄴ (n)
末,マツ,マ-ツ,m-a-tu,말,ㅁᅡㄹ,m-a-l,マ,ツ,m,a,tu,ㅁ,ᅡ,ㄹ,m,a,l,,(15) マ行(m),(02) ア(a),(07) ツ (tu),(13) ㅁ(m),(03) ᅡ(a),(07) ㄹ (l)
末,マッ,マ-ッ,m-a-xtu,말,ㅁᅡㄹ,m-a-l,マ,ッ,m,a,xtu,ㅁ,ᅡ,ㄹ,m,a,l,,(15) マ行(m),(02) ア(a),(08) ッ (xtu),(13) ㅁ(m),(03) ᅡ(a),(07) ㄹ (l)
迷,メイ,メ-イ,m-e-i,미,ㅁᅵ,m-i-,メ,イ,m,e,i,ㅁ,ᅵ,(none),m,i,(none),,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(16) ᅵ(i),(01) (none)
盟,メイ,メ-イ,m-e-i,맹,ㅁᅢㅇ,m-ae-ng,メ,イ,m,e,i,ㅁ,ᅢ,ㅇ,m,ae,ng,,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(01) ᅢ(ae),(02) ㅇ (ng)
瞑,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
鳴,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
冥,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
名,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
命,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
明,メイ,メ-イ,m-e-i,명,ㅁᅧㅇ,m-yeo-ng,メ,イ,m,e,i,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(09) エ(e),(03) イ (i),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
綿,メン,メ-ン,m-e-n,면,ㅁᅧㄴ,m-yeo-n,メ,ン,m,e,n,ㅁ,ᅧ,ㄴ,m,yeo,n,,(15) マ行(m),(09) エ(e),(04) ン (n),(13) ㅁ(m),(13) ᅧ(yeo),(04) ㄴ (n)
面,メン,メ-ン,m-e-n,면,ㅁᅧㄴ,m-yeo-n,メ,ン,m,e,n,ㅁ,ᅧ,ㄴ,m,yeo,n,,(15) マ行(m),(09) エ(e),(04) ン (n),(13) ㅁ(m),(13) ᅧ(yeo),(04) ㄴ (n)
滅,メツ,メ-ツ,m-e-tu,멸,ㅁᅧㄹ,m-yeo-l,メ,ツ,m,e,tu,ㅁ,ᅧ,ㄹ,m,yeo,l,,(15) マ行(m),(09) エ(e),(07) ツ (tu),(13) ㅁ(m),(13) ᅧ(yeo),(07) ㄹ (l)
民,ミン,ミ-ン,m-i-n,민,ㅁᅵㄴ,m-i-n,ミ,ン,m,i,n,ㅁ,ᅵ,ㄴ,m,i,n,,(15) マ行(m),(10) イ(i),(04) ン (n),(13) ㅁ(m),(16) ᅵ(i),(04) ㄴ (n)
眠,ミン,ミ-ン,m-i-n,면,ㅁᅧㄴ,m-yeo-n,ミ,ン,m,i,n,ㅁ,ᅧ,ㄴ,m,yeo,n,,(15) マ行(m),(10) イ(i),(04) ン (n),(13) ㅁ(m),(13) ᅧ(yeo),(04) ㄴ (n)
明,ミン,ミ-ン,m-i-n,명,ㅁᅧㅇ,m-yeo-ng,ミ,ン,m,i,n,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(10) イ(i),(04) ン (n),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
密,ミツ,ミ-ツ,m-i-tu,밀,ㅁᅵㄹ,m-i-l,ミ,ツ,m,i,tu,ㅁ,ᅵ,ㄹ,m,i,l,,(15) マ行(m),(10) イ(i),(07) ツ (tu),(13) ㅁ(m),(16) ᅵ(i),(07) ㄹ (l)
蜜,ミツ,ミ-ツ,m-i-tu,밀,ㅁᅵㄹ,m-i-l,ミ,ツ,m,i,tu,ㅁ,ᅵ,ㄹ,m,i,l,,(15) マ行(m),(10) イ(i),(07) ツ (tu),(13) ㅁ(m),(16) ᅵ(i),(07) ㄹ (l)
密,ミッ,ミ-ッ,m-i-xtu,밀,ㅁᅵㄹ,m-i-l,ミ,ッ,m,i,xtu,ㅁ,ᅵ,ㄹ,m,i,l,,(15) マ行(m),(10) イ(i),(08) ッ (xtu),(13) ㅁ(m),(16) ᅵ(i),(07) ㄹ (l)
木,モク,モ-ク,m-o-ku,목,ㅁᅩㄱ,m-o-k,モ,ク,m,o,ku,ㅁ,ᅩ,ㄱ,m,o,k,,(15) マ行(m),(05) オ(o),(05) ク (ku),(13) ㅁ(m),(05) ᅩ(o),(06) ㄱ (k)
目,モク,モ-ク,m-o-ku,목,ㅁᅩㄱ,m-o-k,モ,ク,m,o,ku,ㅁ,ᅩ,ㄱ,m,o,k,,(15) マ行(m),(05) オ(o),(05) ク (ku),(13) ㅁ(m),(05) ᅩ(o),(06) ㄱ (k)
黙,モク,モ-ク,m-o-ku,묵,ㅁᅮㄱ,m-u-k,モ,ク,m,o,ku,ㅁ,ᅮ,ㄱ,m,u,k,,(15) マ行(m),(05) オ(o),(05) ク (ku),(13) ㅁ(m),(09) ᅮ(u),(06) ㄱ (k)
問,モン,モ-ン,m-o-n,문,ㅁᅮㄴ,m-u-n,モ,ン,m,o,n,ㅁ,ᅮ,ㄴ,m,u,n,,(15) マ行(m),(05) オ(o),(04) ン (n),(13) ㅁ(m),(09) ᅮ(u),(04) ㄴ (n)
文,モン,モ-ン,m-o-n,문,ㅁᅮㄴ,m-u-n,モ,ン,m,o,n,ㅁ,ᅮ,ㄴ,m,u,n,,(15) マ行(m),(05) オ(o),(04) ン (n),(13) ㅁ(m),(09) ᅮ(u),(04) ㄴ (n)
紋,モン,モ-ン,m-o-n,문,ㅁᅮㄴ,m-u-n,モ,ン,m,o,n,ㅁ,ᅮ,ㄴ,m,u,n,,(15) マ行(m),(05) オ(o),(04) ン (n),(13) ㅁ(m),(09) ᅮ(u),(04) ㄴ (n)
門,モン,モ-ン,m-o-n,문,ㅁᅮㄴ,m-u-n,モ,ン,m,o,n,ㅁ,ᅮ,ㄴ,m,u,n,,(15) マ行(m),(05) オ(o),(04) ン (n),(13) ㅁ(m),(09) ᅮ(u),(04) ㄴ (n)
物,モツ,モ-ツ,m-o-tu,물,ㅁᅮㄹ,m-u-l,モ,ツ,m,o,tu,ㅁ,ᅮ,ㄹ,m,u,l,,(15) マ行(m),(05) オ(o),(07) ツ (tu),(13) ㅁ(m),(09) ᅮ(u),(07) ㄹ (l)
毛,モウ,モ-ウ,m-o-u,모,ㅁᅩ,m-o-,モ,ウ,m,o,u,ㅁ,ᅩ,(none),m,o,(none),,(15) マ行(m),(05) オ(o),(02) ウ (u),(13) ㅁ(m),(05) ᅩ(o),(01) (none)
妄,モウ,モ-ウ,m-o-u,망,ㅁᅡㅇ,m-a-ng,モ,ウ,m,o,u,ㅁ,ᅡ,ㅇ,m,a,ng,まう,(15) マ行(m),(05) オ(o),(02) ウ (u),(13) ㅁ(m),(03) ᅡ(a),(02) ㅇ (ng)
網,モウ,モ-ウ,m-o-u,망,ㅁᅡㅇ,m-a-ng,モ,ウ,m,o,u,ㅁ,ᅡ,ㅇ,m,a,ng,まう,(15) マ行(m),(05) オ(o),(02) ウ (u),(13) ㅁ(m),(03) ᅡ(a),(02) ㅇ (ng)
孟,モウ,モ-ウ,m-o-u,맹,ㅁᅢㅇ,m-ae-ng,モ,ウ,m,o,u,ㅁ,ᅢ,ㅇ,m,ae,ng,まう,(15) マ行(m),(05) オ(o),(02) ウ (u),(13) ㅁ(m),(01) ᅢ(ae),(02) ㅇ (ng)
盲,モウ,モ-ウ,m-o-u,맹,ㅁᅢㅇ,m-ae-ng,モ,ウ,m,o,u,ㅁ,ᅢ,ㅇ,m,ae,ng,まう,(15) マ行(m),(05) オ(o),(02) ウ (u),(13) ㅁ(m),(01) ᅢ(ae),(02) ㅇ (ng)
木,モッ,モ-ッ,m-o-xtu,목,ㅁᅩㄱ,m-o-k,モ,ッ,m,o,xtu,ㅁ,ᅩ,ㄱ,m,o,k,,(15) マ行(m),(05) オ(o),(08) ッ (xtu),(13) ㅁ(m),(05) ᅩ(o),(06) ㄱ (k)
浮,ムク,ム-ク,m-u-ku,부,ㅂᅮ,b-u-,ム,ク,m,u,ku,ㅂ,ᅮ,(none),b,u,(none),,(15) マ行(m),(07) ウ(u),(05) ク (ku),(12) ㅂ(b),(09) ᅮ(u),(01) (none)
黙,ムク,ム-ク,m-u-ku,묵,ㅁᅮㄱ,m-u-k,ム,ク,m,u,ku,ㅁ,ᅮ,ㄱ,m,u,k,,(15) マ行(m),(07) ウ(u),(05) ク (ku),(13) ㅁ(m),(09) ᅮ(u),(06) ㄱ (k)
軟,ナン,ナ-ン,n-a-n,연,ㅇᅧㄴ,-yeo-n,ナ,ン,n,a,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(10) ナ行(n),(02) ア(a),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
南,ナン,ナ-ン,n-a-n,남,ㄴᅡㅁ,n-a-m,ナ,ン,n,a,n,ㄴ,ᅡ,ㅁ,n,a,m,,(10) ナ行(n),(02) ア(a),(04) ン (n),(11) ㄴ(n),(03) ᅡ(a),(05) ㅁ (m)
然,ネン,ネ-ン,n-e-n,연,ㅇᅧㄴ,-yeo-n,ネ,ン,n,e,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(10) ナ行(n),(09) エ(e),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
燃,ネン,ネ-ン,n-e-n,연,ㅇᅧㄴ,-yeo-n,ネ,ン,n,e,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(10) ナ行(n),(09) エ(e),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
縁,ネン,ネ-ン,n-e-n,연,ㅇᅧㄴ,-yeo-n,ネ,ン,n,e,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(10) ナ行(n),(09) エ(e),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
粘,ネン,ネ-ン,n-e-n,점,ㅈᅥㅁ,j-eo-m,ネ,ン,n,e,n,ㅈ,ᅥ,ㅁ,j,eo,m,,(10) ナ行(n),(09) エ(e),(04) ン (n),(06) ㅈ(j),(11) ᅥ(eo),(05) ㅁ (m)
念,ネン,ネ-ン,n-e-n,념,ㄴᅧㅁ,n-yeo-m,ネ,ン,n,e,n,ㄴ,ᅧ,ㅁ,n,yeo,m,,(10) ナ行(n),(09) エ(e),(04) ン (n),(11) ㄴ(n),(13) ᅧ(yeo),(05) ㅁ (m)
年,ネン,ネ-ン,n-e-n,년,ㄴᅧㄴ,n-yeo-n,ネ,ン,n,e,n,ㄴ,ᅧ,ㄴ,n,yeo,n,,(10) ナ行(n),(09) エ(e),(04) ン (n),(11) ㄴ(n),(13) ᅧ(yeo),(04) ㄴ (n)
熱,ネツ,ネ-ツ,n-e-tu,열,ㅇᅧㄹ,-yeo-l,ネ,ツ,n,e,tu,ㅇ,ᅧ,ㄹ,(none),yeo,l,,(10) ナ行(n),(09) エ(e),(07) ツ (tu),(01) ㅇ,(13) ᅧ(yeo),(07) ㄹ (l)
熱,ネッ,ネ-ッ,n-e-xtu,열,ㅇᅧㄹ,-yeo-l,ネ,ッ,n,e,xtu,ㅇ,ᅧ,ㄹ,(none),yeo,l,,(10) ナ行(n),(09) エ(e),(08) ッ (xtu),(01) ㅇ,(13) ᅧ(yeo),(07) ㄹ (l)
日,ニチ,ニ-チ,n-i-chi,일,ㅇᅵㄹ,-i-l,ニ,チ,n,i,chi,ㅇ,ᅵ,ㄹ,(none),i,l,につ,(10) ナ行(n),(10) イ(i),(09) チ (chi),(01) ㅇ,(16) ᅵ(i),(07) ㄹ (l)
肉,ニク,ニ-ク,n-i-ku,육,ㅇᅲㄱ,-yu-k,ニ,ク,n,i,ku,ㅇ,ᅲ,ㄱ,(none),yu,k,,(10) ナ行(n),(10) イ(i),(05) ク (ku),(01) ㅇ,(10) ᅲ(yu),(06) ㄱ (k)
任,ニン,ニ-ン,n-i-n,임,ㅇᅵㅁ,-i-m,ニ,ン,n,i,n,ㅇ,ᅵ,ㅁ,(none),i,m,,(10) ナ行(n),(10) イ(i),(04) ン (n),(01) ㅇ,(16) ᅵ(i),(05) ㅁ (m)
妊,ニン,ニ-ン,n-i-n,임,ㅇᅵㅁ,-i-m,ニ,ン,n,i,n,ㅇ,ᅵ,ㅁ,(none),i,m,,(10) ナ行(n),(10) イ(i),(04) ン (n),(01) ㅇ,(16) ᅵ(i),(05) ㅁ (m)
人,ニン,ニ-ン,n-i-n,인,ㅇᅵㄴ,-i-n,ニ,ン,n,i,n,ㅇ,ᅵ,ㄴ,(none),i,n,,(10) ナ行(n),(10) イ(i),(04) ン (n),(01) ㅇ,(16) ᅵ(i),(04) ㄴ (n)
忍,ニン,ニ-ン,n-i-n,인,ㅇᅵㄴ,-i-n,ニ,ン,n,i,n,ㅇ,ᅵ,ㄴ,(none),i,n,,(10) ナ行(n),(10) イ(i),(04) ン (n),(01) ㅇ,(16) ᅵ(i),(04) ㄴ (n)
認,ニン,ニ-ン,n-i-n,인,ㅇᅵㄴ,-i-n,ニ,ン,n,i,n,ㅇ,ᅵ,ㄴ,(none),i,n,,(10) ナ行(n),(10) イ(i),(04) ン (n),(01) ㅇ,(16) ᅵ(i),(04) ㄴ (n)
入,ニッ,ニ-ッ,n-i-xtu,입,ㅇᅵㅂ,-i-b,ニ,ッ,n,i,xtu,ㅇ,ᅵ,ㅂ,(none),i,b,にふ,(10) ナ行(n),(10) イ(i),(08) ッ (xtu),(01) ㅇ,(16) ᅵ(i),(03) ㅂ (b)
日,ニッ,ニ-ッ,n-i-xtu,일,ㅇᅵㄹ,-i-l,ニ,ッ,n,i,xtu,ㅇ,ᅵ,ㄹ,(none),i,l,につ,(10) ナ行(n),(10) イ(i),(08) ッ (xtu),(01) ㅇ,(16) ᅵ(i),(07) ㄹ (l)
音,ノン,ノ-ン,n-o-n,음,ㅇᅳㅁ,-eu-m,ノ,ン,n,o,n,ㅇ,ᅳ,ㅁ,(none),eu,m,,(10) ナ行(n),(05) オ(o),(04) ン (n),(01) ㅇ,(08) ᅳ(eu),(05) ㅁ (m)
悩,ノウ,ノ-ウ,n-o-u,뇌,ㄴᅬ,n-oe-,ノ,ウ,n,o,u,ㄴ,ᅬ,(none),n,oe,(none),なう,(10) ナ行(n),(05) オ(o),(02) ウ (u),(11) ㄴ(n),(02) ᅬ(oe),(01) (none)
脳,ノウ,ノ-ウ,n-o-u,뇌,ㄴᅬ,n-oe-,ノ,ウ,n,o,u,ㄴ,ᅬ,(none),n,oe,(none),なう,(10) ナ行(n),(05) オ(o),(02) ウ (u),(11) ㄴ(n),(02) ᅬ(oe),(01) (none)
応,ノウ,ノ-ウ,n-o-u,응,ㅇᅳㅇ,-eu-ng,ノ,ウ,n,o,u,ㅇ,ᅳ,ㅇ,(none),eu,ng,,(10) ナ行(n),(05) オ(o),(02) ウ (u),(01) ㅇ,(08) ᅳ(eu),(02) ㅇ (ng)
王,ノウ,ノ-ウ,n-o-u,왕,ㅇᅪㅇ,-wa-ng,ノ,ウ,n,o,u,ㅇ,ᅪ,ㅇ,(none),wa,ng,わう,(10) ナ行(n),(05) オ(o),(02) ウ (u),(01) ㅇ,(04) ᅪ(wa),(02) ㅇ (ng)
皇,ノウ,ノ-ウ,n-o-u,황,ㅎᅪㅇ,h-wa-ng,ノ,ウ,n,o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(10) ナ行(n),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
納,ノウ,ノ-ウ,n-o-u,납,ㄴᅡㅂ,n-a-b,ノ,ウ,n,o,u,ㄴ,ᅡ,ㅂ,n,a,b,なふ,(10) ナ行(n),(05) オ(o),(02) ウ (u),(11) ㄴ(n),(03) ᅡ(a),(03) ㅂ (b)
能,ノウ,ノ-ウ,n-o-u,능,ㄴᅳㅇ,n-eu-ng,ノ,ウ,n,o,u,ㄴ,ᅳ,ㅇ,n,eu,ng,,(10) ナ行(n),(05) オ(o),(02) ウ (u),(11) ㄴ(n),(08) ᅳ(eu),(02) ㅇ (ng)
濃,ノウ,ノ-ウ,n-o-u,농,ㄴᅩㅇ,n-o-ng,ノ,ウ,n,o,u,ㄴ,ᅩ,ㅇ,n,o,ng,,(10) ナ行(n),(05) オ(o),(02) ウ (u),(11) ㄴ(n),(05) ᅩ(o),(02) ㅇ (ng)
